"","x"
"1",NA
"2",-0.0593816819212574
"3",0.109170153655329
"4",-0.0290799759812548
"5",-0.0573921793995527
"6",0.00720233712069137
"7",-0.0741160207976445
"8",0.107851859163553
"9",0.008902702163758
"10",-0.0295419689859331
"11",0.0253337896131367
"12",-0.0058755561520799
"13",-0.0117752658207922
"14",0.0216377600322012
"15",-0.101786010381709
"16",0.0840136107254619
"17",-0.0342999759233216
"18",-0.0417966352107873
"19",0.0611071884836578
"20",0.0389909652688046
"21",-0.0660695451559616
"22",0.0948914876117757
"23",-0.100829166854544
"24",-0.005828707961033
"25",-0.0306127922353765
"26",-0.0322089743071511
"27",0.063384139914221
"28",0.102535555649952
"29",-0.0936365237147107
"30",-0.0193810011119011
"31",-0.0153794332667576
"32",0.0600751598576059
"33",0.119198401657252
"34",-0.104900802635841
"35",-0.0450712599065296
"36",0.0648568638889353
"37",0.0147416331559499
"38",-0.0295320031329934
"39",0.0018404978437838
"40",-0.0159375914319975
"41",-0.0521008758469839
"42",0.0350703247862015
"43",0.0714265217723852
"44",-0.0278659683561455
"45",-0.0059053915995187
"46",-0.0095139107289297
"47",0.000978619476366099
"48",-0.0118974039373788
"49",0.0513189453605065
"50",-0.0209084557903211
"51",-0.0406055402871742
"52",0.0296399865776423
"53",-0.0222686173241814
"54",0.0233824342526618
"55",0.0638463189828589
"56",-0.136544782109284
"57",0.0395850698167535
"58",-0.0234674487456353
"59",0.0050452311362468
"60",-0.0211845786683199
"61",0.0836851039694051
"62",-0.074995612428029
"63",0.0274198123164881
"64",-0.0630009021166807
"65",0.124616793909037
"66",-0.0954068920248656
"67",0.140352479514928
"68",-0.104797196066209
"69",0.0275321485787056
"70",0.0013517664613655
