"","x"
"1",NA
"2",-0.00921257920390031
"3",0.0158023593839678
"4",0.00080923405196277
"5",-0.0153573402901528
"6",-0.00268782672283741
"7",0.020169373250989
"8",-0.00661070449013298
"9",-0.0105603552128868
"10",0.00908979638935737
"11",0.00467327655599489
"12",-0.00733469120973081
"13",-0.00812668296737151
"14",0.0145624053201416
"15",-0.0177486495852085
"16",0.0160107594511601
"17",-0.00411232137818334
"18",-0.00785405239638597
"19",0.0245382581233274
"20",-0.028486499919846
"21",0.0123762294995078
"22",-0.00290065804770886
"23",-0.00521467502704787
"24",-0.00440436330278437
"25",0.0113755272799931
"26",-0.00764601907111309
"27",0.0112037264479046
"28",-0.00473512859617861
"29",-0.00206185560937098
"30",-0.0112203458876124
"31",0.0198631766689846
"32",-0.00093467535900261
"33",0.00706055597896359
"34",-0.0068708184415099
"35",-0.0101876763306775
"36",0.0209600014510878
"37",-0.0128823377151726
"38",-0.00715258100925948
"39",0.00371303188185154
"40",-0.0074477474701612
"41",-0.0141890455268456
"42",0.0210555649928548
"43",0.00471825576720001
"44",0.000861317357794289
"45",-0.00849746658950713
"46",0.00848659822028452
"47",0.00026376241060495
"48",-0.00814641044268073
"49",0.00783973314127621
"50",-0.00320733121561295
"51",-0.00635151931445848
"52",0.00461764209282835
"53",-0.0057938267343621
"54",0.00229977415813508
"55",-0.00410144546143955
"56",-0.00417501951932395
"57",0.0102894735671453
"58",-0.00566626845922657
"59",0.0083585340876644
"60",-0.00359937197047806
"61",0.00390057415469592
"62",-3.09234698385994e-06
"63",-0.00509161787578499
"64",-0.00571652190141961
"65",0.00476658531012486
"66",0.00972017831316808
"67",0.0151033288047639
"68",-0.0217673824197519
"69",0.0157349034454895
"70",-0.0133779873695873
